,label,lat,long
211,2.0,-71.01411800000001,42.468164
212,2.0,-77.37361109999999,37.6086111
213,2.0,-86.48836700000001,35.947474
214,2.0,-72.6511111,41.5622222
215,2.0,-81.7983333,41.4819444
216,2.0,-76.7280556,39.9625
217,2.0,-100.765,41.1238889
218,2.0,-84.0866667,39.5297222
219,2.0,-73.20527779999999,41.1669444
220,5.0,-122.389979,37.615223
221,5.0,-117.1563889,32.7152778
222,2.0,-83.0302778,42.5802778
223,2.0,-76.1477778,43.0480556
224,2.0,-76.1477778,43.0480556
225,5.0,-104.8208333,38.8338889
226,4.0,-87.63,32.9975
227,2.0,-74.0063889,40.7141667
228,5.0,-106.7777778,32.3122222
229,2.0,-88.9330556,37.7305556
230,5.0,-121.8938889,37.3394444
231,5.0,-112.07333329999999,33.4483333
232,0.0,-120.5047222,46.6022222
233,5.0,-97.7427778,30.2669444
234,2.0,-83.2841667,36.3436111
235,0.0,-123.095,46.8219444
236,2.0,-74.15,41.1147222
237,5.0,-116.41194440000001,33.7397222
238,2.0,-74.16375500000001,40.858433
239,4.0,-82.76388890000001,28.0777778
240,2.0,-86.710273,36.864209
241,2.0,-90.1977778,38.6272222
242,2.0,-81.7822222,40.9780556
243,2.0,-73.11138890000001,44.4905556
244,4.0,-90.2416667,29.9938889
245,2.0,-84.2866667,39.7463889
246,2.0,-71.44027779999999,42.7647222
247,2.0,-83.63,42.9275
248,2.0,-93.3361111,44.7791667
249,2.0,-83.0277778,42.4775
250,2.0,-83.48222220000001,42.3086111
251,2.0,-80.3522222,39.1611111
252,2.0,-71.44027779999999,42.7647222
253,4.0,-80.0944444,26.9338889
254,2.0,-83.7802778,42.5294444
255,2.0,-93.5030556,44.9133333
256,2.0,-90.50027779999999,38.3708333
257,2.0,-89.9247222,41.2455556
258,2.0,-89.9247222,41.2455556
259,5.0,-106.65055559999999,35.0844444
260,2.0,-74.86277779999999,39.7763889
261,5.0,-117.39527779999999,33.9533333
262,2.0,-74.0063889,40.7141667
263,2.0,-82.4452778,38.4191667
264,2.0,-81.78388890000001,36.6336111
265,5.0,-122.515,37.5422222
266,4.0,-66.3880556,18.4463889
267,2.0,-82.66111109999999,36.5452778
268,2.0,-87.39583329999999,39.7944444
269,2.0,-68.2044444,44.3875
270,5.0,-121.37055559999999,38.4088889
271,4.0,-86.3,32.3666667
272,5.0,-118.2427778,34.0522222
273,2.0,-92.673537,45.124411
274,2.0,-85.6325,41.9438889
275,0.0,-122.69138889999999,45.2630556
276,2.0,-78.34111109999999,42.0386111
277,2.0,-78.34111109999999,42.0386111
278,2.0,-78.34111109999999,42.0386111
279,2.0,-78.34111109999999,42.0386111
280,2.0,-93.1638889,36.6230556
281,5.0,-117.73472220000001,40.9730556
282,5.0,-122.70833329999999,42.1947222
283,2.0,-96.9763889,37.6866667
284,5.0,-95.6961111,30.3880556
285,2.0,-93.73777779999999,36.4011111
286,2.0,-88.426757,37.704344
287,2.0,-87.9888889,41.9316667
288,2.0,-75.91111109999999,43.9747222
289,5.0,-121.46166670000001,38.7138889
290,5.0,-118.03194440000001,33.9791667
291,2.0,-92.6733333,45.1244444
292,0.0,-147.7163889,64.8377778
293,5.0,-104.98416670000002,39.7391667
294,4.0,-89.8375,31.2516667
295,5.0,-121.06,39.2191667
296,2.0,-84.1052778,40.7425
297,2.0,-93.2980556,37.2152778
298,5.0,-119.81277779999999,39.5297222
299,2.0,-71.04166670000001,42.1625
300,5.0,-96.8,32.7833333
301,5.0,-117.1563889,32.7152778
302,2.0,-92.9744444,43.6666667
303,2.0,-74.0063889,40.7141667
304,5.0,-120.18222220000001,39.3280556
305,2.0,-85.95624699999999,37.916104
306,2.0,-85.8,43.4197222
307,2.0,-99.901813,41.492537
308,5.0,-120.7975,38.7297222
309,5.0,-104.93666670000002,40.0991667
310,2.0,-86.52638890000001,39.1652778
311,2.0,-94.4152778,39.0911111
312,5.0,-157.8583333,21.3069444
313,5.0,-118.2427778,34.0522222
314,0.0,-123.31583329999998,44.9194444
315,2.0,-75.1319444,39.7327778
316,5.0,-121.8938889,37.3394444
317,5.0,-121.65444440000002,36.6777778
318,5.0,-120.58972220000001,35.1186111
319,5.0,-119.77138889999999,36.7477778
320,2.0,-81.83569,41.314497
321,4.0,-99.5072222,27.5061111
322,4.0,-80.05722220000001,26.6155556
323,2.0,-78.7380556,42.9638889
324,4.0,-82.7397222,28.1875
325,2.0,-93.16666670000001,44.8041667
326,2.0,-94.54049599999999,36.188137
327,5.0,-111.093731,39.32098
328,5.0,-112.26222220000001,40.6808333
329,5.0,-157.97489099999999,21.344507
330,5.0,-112.23666670000001,33.5805556
331,5.0,-112.58305559999998,33.3702778
332,5.0,-111.75666670000001,32.8794444
333,5.0,-111.9086111,33.4147222
334,4.0,-88.0430556,30.6941667
335,2.0,-74.0425,40.8527778
336,2.0,-95.0927778,42.2711111
337,2.0,-86.7844444,36.1658333
338,2.0,-87.529487,41.615591
339,2.0,-70.648258,43.161748
340,2.0,-92.28959499999999,34.746481
341,0.0,-122.3138889,47.8211111
342,5.0,-118.12194440000002,34.0625
343,2.0,-91.6705556,47.0227778
344,4.0,-87.2169444,30.4211111
345,4.0,-87.0397222,30.6322222
346,5.0,-118.23916670000001,34.2241667
347,5.0,-97.8780556,36.3955556
348,5.0,-100.9594444,35.5361111
349,2.0,-75.45611109999999,43.2127778
350,2.0,-84.3663889,39.0297222
351,0.0,-123.17527779999999,45.2944444
352,0.0,-122.56916670000001,45.4077778
353,0.0,-122.33083329999998,47.6063889
354,2.0,-81.0280556,35.0241667
355,4.0,-87.7008333,30.2458333
356,4.0,-97.49722220000001,25.9013889
357,5.0,-122.03,37.9780556
358,2.0,-80.4744444,35.6708333
359,2.0,-73.20527779999999,41.1669444
360,2.0,-76.7697222,39.5122222
361,5.0,-117.39527779999999,33.9533333
362,4.0,-81.795,26.1416667
363,5.0,-95.9780556,31.2577778
364,2.0,-87.969213,41.885738
365,5.0,-106.65055559999999,35.0844444
366,5.0,-118.2427778,34.0522222
367,0.0,-122.23611000000001,48.50389
368,2.0,-73.3297222,40.7616667
369,2.0,-75.85416670000001,37.9833333
370,2.0,-83.47027779999999,42.3713889
371,5.0,-112.1852778,33.5386111
372,2.0,-85.7594444,38.2541667
373,4.0,-80.0366667,26.7052778
374,2.0,-71.55,41.9666667
375,2.0,-86.86527779999999,39.5741667
376,2.0,-89.4011111,43.0730556
377,5.0,-118.3875,33.8491667
378,0.0,-120.38316200000001,46.553733
379,2.0,-73.7566667,42.6525
380,4.0,-80.0366667,26.7052778
381,5.0,-121.2247222,38.6786111
382,2.0,-92.9436111,44.8277778
383,5.0,-117.86444440000001,34.1361111
384,5.0,-116.8672222,33.0416667
385,5.0,-122.01805559999998,37.5958333
386,2.0,-82.919551,42.586888
387,2.0,-88.3030556,37.8902778
388,5.0,-114.9811111,36.0397222
389,5.0,-113.0611111,37.6775
390,2.0,-93.60888890000001,41.6005556
391,2.0,-70.93472220000001,41.6361111
392,2.0,-73.20777779999999,41.3325
393,2.0,-78.3041667,33.9133333
394,2.0,-84.8433333,37.7622222
395,2.0,-71.80277779999999,42.2625
396,2.0,-74.45138890000001,40.6377778
397,2.0,-71.23472220000001,42.6105556
398,2.0,-73.325675,40.695655
399,2.0,-84.9994444,41.6347222
400,2.0,-76.7002778,39.2544444
401,2.0,-75.87861109999999,41.2788889
402,2.0,-73.785,43.0830556
403,2.0,-76.00527779999999,41.2052778
404,5.0,-106.7777778,32.3122222
405,0.0,-121.9825,47.3525
406,2.0,-74.8291667,40.155
407,5.0,-112.07333329999999,33.4483333
408,2.0,-87.68,41.6572222
409,2.0,-83.9508333,43.4194444
410,2.0,-93.6055556,41.7297222
411,4.0,-80.13888890000001,26.8230556
412,2.0,-85.58722220000001,42.2916667
413,2.0,-95.235,38.9716667
414,2.0,-84.51201999999999,39.103118
415,2.0,-73.11138890000001,44.4905556
416,2.0,-84.4569444,39.1619444
417,2.0,-84.4569444,39.1619444
418,4.0,-81.795,26.1416667
419,4.0,-83.596111,32.543889
420,2.0,-84.4569444,39.1619444
421,2.0,-84.6805556,38.9458333
422,2.0,-72.0066667,42.4736111
423,2.0,-83.86027779999999,33.5966667
424,2.0,-84.2866667,39.7463889
425,2.0,-76.0047222,43.0297222
426,4.0,-80.0944444,26.9338889
427,4.0,-80.6083333,28.0833333
428,2.0,-92.6333333,45.3561111
429,2.0,-88.0077778,41.88
430,2.0,-81.4025,40.8758333
431,2.0,-83.9463889,42.4566667
432,2.0,-82.51888890000001,37.4791667
433,2.0,-94.5783333,39.0997222
434,2.0,-80.65,38.7230556
435,5.0,-119.01225900000001,38.007059
436,2.0,-72.17388890000001,43.3652778
437,0.0,-146.76861110000002,61.9919444
438,2.0,-74.17222220000001,40.9166667
439,0.0,-161.903334,70.292489
440,2.0,-90.22888890000002,39.7338889
441,2.0,-83.5552778,41.6638889
442,5.0,-95.9925,36.1538889
443,2.0,-86.7844444,36.1658333
444,2.0,-79.4008333,36.0688889
445,4.0,-88.8852778,30.3958333
446,2.0,-77.4105556,37.2438889
447,2.0,-76.4011111,41.5241667
448,2.0,-78.87861109999999,42.8863889
449,0.0,-122.6113889,48.5127778
450,2.0,-91.285,42.1083333
451,0.0,-123.26083329999999,44.5647222
452,2.0,-78.47916670000001,42.5680556
453,2.0,-89.41305559999999,38.8922222
454,2.0,-93.26361109999999,44.98
455,2.0,-71.0602778,42.3583333
456,2.0,-70.4772222,43.3616667
457,5.0,-122.41833329999999,37.775
458,2.0,-74.0063889,40.7141667
459,2.0,-94.20861109999998,36.3727778
460,5.0,-119.05102,41.524898
461,4.0,-82.45861109999998,27.9472222
462,2.0,-74.0063889,40.7141667
463,5.0,-118.1436111,34.1477778
464,2.0,-97.0194444,37.9388889
465,5.0,-97.1327778,33.2147222
466,5.0,-97.5997222,31.6261111
467,0.0,-121.9697222,47.8555556
468,2.0,-82.652778,35.002778
469,2.0,-87.3708333,39.7927778
470,2.0,-75.9783333,36.8527778
471,2.0,-86.52638890000001,39.1652778
472,2.0,-92.991883,45.012466
473,0.0,-123.34055559999999,43.2166667
474,5.0,-116.75833329999999,36.9086111
475,2.0,-85.2327778,35.1405556
476,2.0,-81.93166670000001,41.2377778
477,5.0,-97.1327778,33.2147222
478,2.0,-80.58972220000001,40.4188889
479,2.0,-93.8986111,46.4736111
480,2.0,-74.69722220000001,40.7841667
481,2.0,-85.602364,44.314844
482,5.0,-112.04694440000002,33.0580556
483,2.0,-81.33138890000001,40.9636111
484,2.0,-77.4422222,43.0986111
485,4.0,-82.3025,28.0611111
486,5.0,-121.611621,38.161861
487,5.0,-117.95277779999999,33.7091667
488,5.0,-124.2627778,40.5763889
489,2.0,-76.9463889,35.9983333
490,4.0,-92.4002778,31.0944444
491,2.0,-86.8794444,40.9852778
492,5.0,-118.31416670000002,33.7922222
493,2.0,-76.83972220000001,39.2402778
494,2.0,-78.87861109999999,42.8863889
495,0.0,-122.89944440000001,47.0380556
496,2.0,-79.9961111,40.4405556
497,2.0,-74.5141667,40.3161111
498,5.0,-121.9875,37.5483333
499,2.0,-86.1305556,34.1469444
500,2.0,-77.8744444,40.2977778
501,2.0,-74.0780556,40.7280556
502,2.0,-86.03944440000001,43.5688889
503,2.0,-83.943256,38.056468
504,2.0,-83.8305556,42.9572222
505,2.0,-71.5902778,42.5611111
506,2.0,-79.81846800000001,40.256648
507,2.0,-77.53611109999999,35.8966667
508,0.0,-124.0675,44.4269444
509,5.0,-118.60027779999999,34.2572222
510,2.0,-70.91027779999999,43.5341667
511,4.0,-82.28611109999999,27.9375
512,2.0,-86.0794444,43.4133333
513,2.0,-80.5497222,34.9852778
514,2.0,-80.77,41.7386111
515,5.0,-120.618785,35.423335
516,2.0,-95.235,38.9716667
517,5.0,-121.78055559999999,42.225
518,2.0,-82.019032,41.389491
519,2.0,-80.72111109999999,40.0638889
520,4.0,-80.0366667,26.7052778
521,0.0,-123.34055559999999,43.2166667
522,2.0,-72.36111109999999,43.1488889
523,2.0,-78.3013889,36.0988889
524,0.0,-113.6125,43.9147222
525,2.0,-84.1797222,37.99
526,2.0,-90.22888890000002,39.7338889
527,2.0,-73.6030556,41.5619444
528,5.0,-121.32722220000001,38.6172222
529,2.0,-68.6725,44.8830556
530,0.0,-119.90222220000001,48.0511111
531,5.0,-118.2913889,33.7358333
532,2.0,-79.2355556,42.0969444
533,2.0,-82.6016667,34.8297222
534,5.0,-118.2616667,33.78
535,2.0,-83.9705556,35.7563889
536,2.0,-92.28944440000001,34.7463889
537,2.0,-88.51861109999999,36.1325
538,5.0,-115.1363889,36.175
539,2.0,-85.2819444,34.7047222
540,5.0,-120.03018300000001,38.812963
541,4.0,-82.90388890000001,32.5402778
542,2.0,-93.2980556,37.2152778
543,5.0,-94.74027779999999,32.5005556
544,5.0,-111.9086111,33.4147222
545,2.0,-83.0680556,40.2986111
546,0.0,-108.5325,45.4297222
547,5.0,-96.8036111,36.3377778
548,2.0,-74.0063889,40.7141667
549,4.0,-90.453153,31.243787
550,2.0,-72.6083333,42.1486111
551,5.0,-119.69722220000001,34.4208333
552,2.0,-93.3816667,38.2430556
553,5.0,-115.1363889,36.175
554,2.0,-76.4286111,40.4436111
555,2.0,-91.53,41.6611111
556,0.0,-122.66944440000002,45.4208333
557,0.0,-122.66944440000002,45.4208333
558,2.0,-82.6380556,38.4783333
559,2.0,-78.2,40.4619444
560,2.0,-87.7844444,41.5733333
561,2.0,-73.5105556,40.6836111
562,5.0,-97.7427778,30.2669444
563,2.0,-70.8741667,43.1977778
564,5.0,-122.25404499999999,38.609741
565,4.0,-95.3630556,29.7630556
566,2.0,-83.2705556,39.2275
567,2.0,-74.0063889,40.7141667
568,5.0,-122.0311111,37.3230556
569,5.0,-109.70694440000001,32.8338889
570,4.0,-95.4891667,30.1577778
571,2.0,-94.88,47.4736111
572,5.0,-96.63861109999999,32.9125
573,2.0,-74.6108333,42.4811111
574,0.0,-120.554201,43.804133
575,2.0,-80.8433333,35.2269444
576,2.0,-88.0197222,44.5191667
577,2.0,-82.45611109999999,34.6422222
578,2.0,-70.2833333,41.6527778
579,2.0,-87.875,41.1416667
580,0.0,-123.29722220000001,43.4222222
581,2.0,-79.8727778,36.6913889
582,2.0,-80.1758333,33.0183333
583,4.0,-81.95,28.0391667
584,5.0,-111.8336111,41.7355556
585,0.0,-122.675,45.5236111
586,0.0,-122.97555559999999,45.2113889
587,0.0,-122.7,47.0566667
588,5.0,-106.6638889,35.2333333
589,5.0,-107.5975,37.2255556
590,5.0,-122.41833329999999,37.775
591,2.0,-88.28111109999999,42.0372222
592,5.0,-117.26444440000002,32.9594444
593,5.0,-117.27333329999999,32.8472222
594,2.0,-71.45527779999999,42.9955556
595,2.0,-95.03805559999999,40.7419444
596,2.0,-90.763463,39.987271
597,2.0,-90.3244444,40.3513889
598,2.0,-89.7030556,44.7930556
599,5.0,-98.4933333,29.4238889
600,2.0,-87.9288889,41.8327778
601,0.0,-122.675,45.5236111
602,2.0,-82.1077778,41.3683333
603,2.0,-74.0063889,40.7141667
604,5.0,-97.4391667,35.2225
605,5.0,-115.1363889,36.175
606,5.0,-115.050807,36.241416
607,4.0,-80.1938889,25.7738889
608,2.0,-94.4152778,39.0911111
609,0.0,-122.76194440000002,47.3444444
610,2.0,-85.4191667,41.7991667
611,5.0,-120.05972220000001,36.9613889
612,5.0,-121.2897222,37.9577778
613,5.0,-111.84055559999999,33.3061111
614,5.0,-122.27472220000001,37.5202778
615,0.0,-120.83333329999999,44.3
616,2.0,-77.0555556,39.0397222
617,4.0,-81.7066667,30.1658333
618,5.0,-104.8208333,38.8338889
619,2.0,-94.87222220000001,40.3461111
620,2.0,-88.81388890000001,35.6144444
621,2.0,-76.3944444,42.9047222
622,0.0,-122.33083329999998,47.6063889
623,2.0,-94.5783333,39.0997222
624,2.0,-84.76472220000001,44.3147222
625,2.0,-70.1408333,44.1897222
626,5.0,-119.41793200000001,36.778261
627,2.0,-76.1055556,42.8922222
628,0.0,-122.45083329999999,48.9466667
629,2.0,-73.7566667,42.6525
630,2.0,-77.06833329999999,36.7161111
631,5.0,-122.2697222,37.8044444
632,0.0,-122.3413889,48.9202778
633,0.0,-122.75916670000001,48.1172222
634,0.0,-122.09694440000001,47.9130556
635,0.0,-122.23916670000001,47.2033333
636,5.0,-104.60861109999999,38.2544444
637,0.0,-122.33083329999998,47.6063889
638,0.0,-122.33083329999998,47.6063889
639,0.0,-122.33083329999998,47.6063889
640,0.0,-122.2336111,47.3811111
641,0.0,-122.3138889,47.8211111
642,0.0,-122.68722220000001,46.8883333
643,2.0,-89.6383333,42.6011111
644,2.0,-79.72411,40.616187
645,2.0,-73.9977778,41.9269444
646,2.0,-77.2719444,39.1730556
647,5.0,-110.69666670000001,35.0241667
648,0.0,-116.70694440000001,47.9480556
649,5.0,-107.85083329999999,35.1472222
650,0.0,-122.75694440000001,48.0319444
651,4.0,-81.3794444,28.5380556
652,2.0,-74.0063889,40.7141667
653,2.0,-74.0063889,40.7141667
654,5.0,-122.0852778,37.6941667
655,0.0,-122.3761111,47.8108333
656,5.0,-111.93833329999998,40.5219444
657,2.0,-74.0063889,40.7141667
658,2.0,-70.44333329999999,43.5008333
659,0.0,-122.1202778,47.6741667
660,5.0,-118.18833329999998,33.7669444
661,2.0,-83.7530556,42.6566667
662,2.0,-81.460856,40.773662
663,5.0,-117.1563889,32.7152778
664,0.0,-122.19944440000002,47.6105556
665,5.0,-104.9297222,37.9236111
666,5.0,-95.7080556,36.4469444
667,2.0,-72.8619444,42.0666667
668,2.0,-82.9461111,39.6005556
669,5.0,-124.1625,40.8022222
670,5.0,-115.1363889,36.175
671,5.0,-106.65055559999999,35.0844444
672,2.0,-77.46055559999999,37.5536111
673,5.0,-110.9258333,32.2216667
674,4.0,-80.447274,27.860302
675,2.0,-85.13305559999999,43.25
676,2.0,-87.894245,41.462072
677,2.0,-92.4399,39.1269
678,2.0,-87.7438889,41.6027778
679,2.0,-87.7438889,41.6027778
680,2.0,-87.85388890000002,41.6302778
681,2.0,-87.7844444,41.5733333
682,2.0,-87.711667,41.626389
683,2.0,-87.85388890000002,41.6302778
684,2.0,-87.85388890000002,41.6302778
685,2.0,-87.7175,41.6252778
686,2.0,-87.7438889,41.6027778
687,2.0,-87.7438889,41.6027778
688,2.0,-87.711667,41.626389
689,2.0,-87.7844444,41.5733333
690,2.0,-87.7844444,41.5733333
691,2.0,-87.7844444,41.5733333
692,2.0,-87.7844444,41.5733333
693,2.0,-87.7844444,41.5733333
694,2.0,-87.7438889,41.6027778
695,2.0,-87.7016667,41.7205556
696,2.0,-87.73861109999999,41.6688889
697,2.0,-87.7525,41.6611111
698,2.0,-81.48472220000001,41.1338889
699,2.0,-87.9027778,41.8777778
700,2.0,-87.9858333,41.4225
701,2.0,-87.7438889,41.6027778
702,2.0,-87.7438889,41.6027778
703,2.0,-87.7438889,41.6027778
704,2.0,-87.6813889,41.6316667
705,2.0,-82.83027779999999,38.5730556
706,4.0,-80.4777778,25.4683333
707,5.0,-106.65055559999999,35.0844444
708,4.0,-80.05722220000001,26.6155556
709,5.0,-112.07333329999999,33.4483333
710,5.0,-118.2427778,34.0522222
711,4.0,-80.0366667,26.7052778
712,2.0,-86.603065,41.05143
713,2.0,-93.55277779999999,45.1888889
714,5.0,-97.92222220000001,30.6647222
715,5.0,-121.8938889,37.3394444
716,5.0,-122.28444440000001,38.2972222
717,2.0,-82.7394444,39.4733333
718,5.0,-97.51611109999999,35.4675
719,2.0,-85.2644444,45.07
720,2.0,-87.7844444,41.5733333
721,2.0,-85.7994444,41.9025
722,5.0,-106.6638889,35.2333333
723,5.0,-96.9486111,32.8138889
